id,timestamp,customer_id,message,issue_type,priority,agent_reply
sup_9313,2025-10-26T12:22:08.871898,cust_1897,cust_1897: I have an issue: refund request. Thanks,refund request,high,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_9314,2025-09-26T12:22:08.871898,cust_572,cust_572: I have an issue: deposit not credited. Need assistance,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_9315,2025-09-27T12:22:08.871898,cust_1912,cust_1912: I have an issue: error on mobile app. Urgent,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_9316,2025-09-22T12:22:08.871898,cust_1935,cust_1935: I have an issue: how to change bank details. Need assistance,how to change bank details,medium,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_9317,2025-10-30T12:22:08.871898,cust_4315,cust_4315: I have an issue: transaction failed. Urgent,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_9318,2025-09-22T12:22:08.871898,cust_3987,cust_3987: I have an issue: unable to trade. Please help,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_9319,2025-09-12T12:22:08.871898,cust_3401,cust_3401: I have an issue: account locked. Urgent,account locked,low,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_9320,2025-10-29T12:22:08.871898,cust_390,cust_390: I have an issue: how to reset password. Urgent,how to reset password,high,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_9321,2025-10-15T12:22:08.871898,cust_1187,cust_1187: I have an issue: how to change bank details. Urgent,how to change bank details,low,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_9322,2025-10-22T12:22:08.871898,cust_2647,cust_2647: I have an issue: missing statement. Thanks,missing statement,low,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_9323,2025-09-25T12:22:08.871898,cust_1842,cust_1842: I have an issue: transaction failed. Thanks,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_9324,2025-11-04T12:22:08.871898,cust_1151,cust_1151: I have an issue: account locked. Urgent,account locked,low,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_9325,2025-10-05T12:22:08.871898,cust_33,cust_33: I have an issue: how to reset password. Thanks,how to reset password,medium,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_9326,2025-09-14T12:22:08.871898,cust_716,cust_716: I have an issue: transaction failed. Thanks,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_9327,2025-10-20T12:22:08.871898,cust_4427,cust_4427: I have an issue: refund request. Urgent,refund request,high,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_9328,2025-10-12T12:22:08.871898,cust_2472,cust_2472: I have an issue: transaction failed. Need assistance,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_9329,2025-09-26T12:22:08.871898,cust_227,cust_227: I have an issue: error on mobile app. Urgent,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_9330,2025-08-29T12:22:08.871898,cust_1914,cust_1914: I have an issue: account locked. Need assistance,account locked,medium,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_9331,2025-10-14T12:22:08.872898,cust_3530,cust_3530: I have an issue: how to reset password. Please help,how to reset password,low,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_9332,2025-10-03T12:22:08.872898,cust_3035,cust_3035: I have an issue: transaction failed. Please help,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_9333,2025-10-05T12:22:08.872898,cust_3695,cust_3695: I have an issue: unable to trade. Need assistance,unable to trade,medium,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_9334,2025-09-27T12:22:08.872898,cust_2769,cust_2769: I have an issue: error on mobile app. Need assistance,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_9335,2025-10-11T12:22:08.872898,cust_1380,cust_1380: I have an issue: missing statement. Please help,missing statement,low,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_9336,2025-10-13T12:22:08.872898,cust_4520,cust_4520: I have an issue: transaction failed. Urgent,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_9337,2025-11-04T12:22:08.872898,cust_4415,cust_4415: I have an issue: deposit not credited. Please help,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_9338,2025-08-30T12:22:08.872898,cust_3453,cust_3453: I have an issue: transaction failed. Need assistance,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_9339,2025-08-20T12:22:08.872898,cust_3906,cust_3906: I have an issue: deposit not credited. Please help,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_9340,2025-08-27T12:22:08.872898,cust_3713,cust_3713: I have an issue: need KYC help. Please help,need KYC help,high,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_9341,2025-10-07T12:22:08.872898,cust_3449,cust_3449: I have an issue: error on mobile app. Urgent,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_9342,2025-11-01T12:22:08.872898,cust_506,cust_506: I have an issue: deposit not credited. Urgent,deposit not credited,high,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_9343,2025-08-19T12:22:08.872898,cust_2535,cust_2535: I have an issue: unable to trade. Urgent,unable to trade,medium,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_9344,2025-10-20T12:22:08.872898,cust_2732,cust_2732: I have an issue: how to change bank details. Urgent,how to change bank details,low,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_9345,2025-11-05T12:22:08.872898,cust_205,cust_205: I have an issue: missing statement. Thanks,missing statement,medium,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_9346,2025-09-05T12:22:08.872898,cust_1029,cust_1029: I have an issue: error on mobile app. Please help,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_9347,2025-09-06T12:22:08.872898,cust_3941,cust_3941: I have an issue: transaction failed. Urgent,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_9348,2025-10-08T12:22:08.872898,cust_2703,cust_2703: I have an issue: need KYC help. Urgent,need KYC help,low,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_9349,2025-09-10T12:22:08.872898,cust_964,cust_964: I have an issue: transaction failed. Please help,transaction failed,high,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_9350,2025-10-22T12:22:08.872898,cust_1061,cust_1061: I have an issue: how to change bank details. Urgent,how to change bank details,medium,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_9351,2025-10-17T12:22:08.872898,cust_3504,cust_3504: I have an issue: refund request. Thanks,refund request,medium,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_9352,2025-09-04T12:22:08.872898,cust_1134,cust_1134: I have an issue: unable to trade. Need assistance,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_9353,2025-10-02T12:22:08.872898,cust_402,cust_402: I have an issue: account locked. Thanks,account locked,medium,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_9354,2025-08-23T12:22:08.872898,cust_1912,cust_1912: I have an issue: need KYC help. Need assistance,need KYC help,medium,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_9355,2025-11-07T12:22:08.872898,cust_4005,cust_4005: I have an issue: account locked. Please help,account locked,high,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_9356,2025-10-17T12:22:08.872898,cust_2221,cust_2221: I have an issue: need KYC help. Urgent,need KYC help,low,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_9357,2025-10-20T12:22:08.872898,cust_1430,cust_1430: I have an issue: need KYC help. Please help,need KYC help,high,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_9358,2025-10-27T12:22:08.872898,cust_4358,cust_4358: I have an issue: deposit not credited. Urgent,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_9359,2025-08-20T12:22:08.872898,cust_4865,cust_4865: I have an issue: deposit not credited. Urgent,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_9360,2025-10-19T12:22:08.872898,cust_1739,cust_1739: I have an issue: refund request. Please help,refund request,high,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_9361,2025-08-29T12:22:08.872898,cust_1529,cust_1529: I have an issue: account locked. Need assistance,account locked,low,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_9362,2025-08-28T12:22:08.872898,cust_2692,cust_2692: I have an issue: deposit not credited. Need assistance,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_9363,2025-09-01T12:22:08.872898,cust_738,cust_738: I have an issue: how to reset password. Need assistance,how to reset password,low,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_9364,2025-11-12T12:22:08.872898,cust_3497,cust_3497: I have an issue: missing statement. Thanks,missing statement,medium,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_9365,2025-10-14T12:22:08.872898,cust_3656,cust_3656: I have an issue: error on mobile app. Need assistance,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_9366,2025-09-25T12:22:08.872898,cust_3011,cust_3011: I have an issue: missing statement. Thanks,missing statement,low,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_9367,2025-09-30T12:22:08.872898,cust_3201,cust_3201: I have an issue: how to change bank details. Please help,how to change bank details,low,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_9368,2025-11-13T12:22:08.872898,cust_831,cust_831: I have an issue: missing statement. Please help,missing statement,low,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_9369,2025-08-23T12:22:08.872898,cust_2073,cust_2073: I have an issue: error on mobile app. Please help,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_9370,2025-09-01T12:22:08.872898,cust_2192,cust_2192: I have an issue: deposit not credited. Thanks,deposit not credited,high,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_9371,2025-10-12T12:22:08.873897,cust_471,cust_471: I have an issue: missing statement. Please help,missing statement,medium,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_9372,2025-09-16T12:22:08.873897,cust_4490,cust_4490: I have an issue: transaction failed. Need assistance,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_9373,2025-11-11T12:22:08.873897,cust_1749,cust_1749: I have an issue: refund request. Urgent,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_9374,2025-11-01T12:22:08.873897,cust_3098,cust_3098: I have an issue: transaction failed. Please help,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_9375,2025-10-31T12:22:08.873897,cust_91,cust_91: I have an issue: how to change bank details. Please help,how to change bank details,high,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_9376,2025-10-21T12:22:08.873897,cust_2708,cust_2708: I have an issue: how to change bank details. Please help,how to change bank details,low,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_9377,2025-08-30T12:22:08.873897,cust_4826,cust_4826: I have an issue: transaction failed. Need assistance,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_9378,2025-09-18T12:22:08.873897,cust_1161,cust_1161: I have an issue: account locked. Urgent,account locked,medium,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_9379,2025-10-15T12:22:08.873897,cust_175,cust_175: I have an issue: missing statement. Need assistance,missing statement,medium,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_9380,2025-11-04T12:22:08.873897,cust_1975,cust_1975: I have an issue: refund request. Need assistance,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_9381,2025-10-18T12:22:08.873897,cust_927,cust_927: I have an issue: deposit not credited. Thanks,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_9382,2025-09-19T12:22:08.873897,cust_1483,cust_1483: I have an issue: deposit not credited. Need assistance,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_9383,2025-10-22T12:22:08.873897,cust_2245,cust_2245: I have an issue: missing statement. Please help,missing statement,high,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_9384,2025-09-11T12:22:08.873897,cust_2769,cust_2769: I have an issue: missing statement. Urgent,missing statement,medium,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_9385,2025-09-28T12:22:08.873897,cust_1876,cust_1876: I have an issue: how to change bank details. Please help,how to change bank details,low,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_9386,2025-10-18T12:22:08.873897,cust_1778,cust_1778: I have an issue: account locked. Urgent,account locked,medium,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_9387,2025-09-12T12:22:08.873897,cust_947,cust_947: I have an issue: account locked. Need assistance,account locked,medium,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_9388,2025-10-06T12:22:08.873897,cust_3128,cust_3128: I have an issue: refund request. Thanks,refund request,high,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_9389,2025-09-09T12:22:08.873897,cust_1758,cust_1758: I have an issue: missing statement. Urgent,missing statement,low,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_9390,2025-10-14T12:22:08.873897,cust_4531,cust_4531: I have an issue: error on mobile app. Need assistance,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_9391,2025-08-17T12:22:08.873897,cust_1567,cust_1567: I have an issue: unable to trade. Thanks,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_9392,2025-09-30T12:22:08.873897,cust_4483,cust_4483: I have an issue: unable to trade. Need assistance,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_9393,2025-10-04T12:22:08.873897,cust_4371,cust_4371: I have an issue: deposit not credited. Please help,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_9394,2025-10-19T12:22:08.873897,cust_2428,cust_2428: I have an issue: refund request. Need assistance,refund request,medium,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_9395,2025-10-13T12:22:08.873897,cust_2257,cust_2257: I have an issue: account locked. Urgent,account locked,medium,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_9396,2025-09-11T12:22:08.873897,cust_165,cust_165: I have an issue: deposit not credited. Need assistance,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_9397,2025-11-07T12:22:08.873897,cust_1618,cust_1618: I have an issue: how to reset password. Thanks,how to reset password,low,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_9398,2025-09-21T12:22:08.873897,cust_2844,cust_2844: I have an issue: account locked. Urgent,account locked,low,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_9399,2025-10-12T12:22:08.873897,cust_1260,cust_1260: I have an issue: how to reset password. Thanks,how to reset password,low,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_9400,2025-11-09T12:22:08.873897,cust_1825,cust_1825: I have an issue: transaction failed. Thanks,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_9401,2025-10-26T12:22:08.873897,cust_128,cust_128: I have an issue: how to change bank details. Need assistance,how to change bank details,medium,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_9402,2025-09-02T12:22:08.873897,cust_2752,cust_2752: I have an issue: missing statement. Thanks,missing statement,low,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_9403,2025-10-29T12:22:08.873897,cust_3730,cust_3730: I have an issue: error on mobile app. Urgent,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_9404,2025-09-09T12:22:08.873897,cust_93,cust_93: I have an issue: error on mobile app. Please help,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_9405,2025-10-25T12:22:08.873897,cust_3756,cust_3756: I have an issue: unable to trade. Need assistance,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_9406,2025-08-20T12:22:08.873897,cust_4968,cust_4968: I have an issue: how to reset password. Urgent,how to reset password,low,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_9407,2025-09-27T12:22:08.873897,cust_2658,cust_2658: I have an issue: how to change bank details. Need assistance,how to change bank details,medium,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_9408,2025-10-22T12:22:08.873897,cust_1687,cust_1687: I have an issue: deposit not credited. Need assistance,deposit not credited,medium,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_9409,2025-09-16T12:22:08.873897,cust_4539,cust_4539: I have an issue: transaction failed. Thanks,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_9410,2025-09-10T12:22:08.873897,cust_428,cust_428: I have an issue: error on mobile app. Thanks,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_9411,2025-09-18T12:22:08.873897,cust_2741,cust_2741: I have an issue: refund request. Urgent,refund request,medium,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_9412,2025-10-26T12:22:08.873897,cust_448,cust_448: I have an issue: unable to trade. Need assistance,unable to trade,medium,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_9413,2025-10-30T12:22:08.874951,cust_1342,cust_1342: I have an issue: how to change bank details. Urgent,how to change bank details,medium,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_9414,2025-11-03T12:22:08.874951,cust_2271,cust_2271: I have an issue: missing statement. Please help,missing statement,low,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_9415,2025-09-03T12:22:08.874951,cust_2162,cust_2162: I have an issue: transaction failed. Urgent,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_9416,2025-08-23T12:22:08.874951,cust_435,cust_435: I have an issue: refund request. Need assistance,refund request,medium,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_9417,2025-08-19T12:22:08.874951,cust_3974,cust_3974: I have an issue: account locked. Please help,account locked,medium,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_9418,2025-09-10T12:22:08.874951,cust_3280,cust_3280: I have an issue: unable to trade. Need assistance,unable to trade,medium,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_9419,2025-11-04T12:22:08.874951,cust_4396,cust_4396: I have an issue: transaction failed. Urgent,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_9420,2025-08-20T12:22:08.874951,cust_522,cust_522: I have an issue: how to change bank details. Please help,how to change bank details,high,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_9421,2025-10-05T12:22:08.874951,cust_834,cust_834: I have an issue: need KYC help. Urgent,need KYC help,medium,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_9422,2025-11-11T12:22:08.874951,cust_1740,cust_1740: I have an issue: unable to trade. Need assistance,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_9423,2025-08-31T12:22:08.874951,cust_1804,cust_1804: I have an issue: need KYC help. Please help,need KYC help,low,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_9424,2025-09-01T12:22:08.874951,cust_1200,cust_1200: I have an issue: deposit not credited. Need assistance,deposit not credited,medium,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_9425,2025-08-29T12:22:08.874951,cust_4109,cust_4109: I have an issue: how to change bank details. Need assistance,how to change bank details,low,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_9426,2025-10-06T12:22:08.874951,cust_1687,cust_1687: I have an issue: unable to trade. Please help,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_9427,2025-10-13T12:22:08.874951,cust_2582,cust_2582: I have an issue: how to reset password. Thanks,how to reset password,medium,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_9428,2025-08-27T12:22:08.874951,cust_1998,cust_1998: I have an issue: how to reset password. Please help,how to reset password,low,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_9429,2025-10-17T12:22:08.874951,cust_84,cust_84: I have an issue: missing statement. Need assistance,missing statement,low,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_9430,2025-10-14T12:22:08.874951,cust_4456,cust_4456: I have an issue: account locked. Thanks,account locked,low,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_9431,2025-10-30T12:22:08.874951,cust_4763,cust_4763: I have an issue: unable to trade. Please help,unable to trade,high,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_9432,2025-11-07T12:22:08.874951,cust_1681,cust_1681: I have an issue: account locked. Thanks,account locked,medium,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_9433,2025-09-02T12:22:08.874951,cust_3505,cust_3505: I have an issue: deposit not credited. Need assistance,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_9434,2025-10-20T12:22:08.874951,cust_2279,cust_2279: I have an issue: unable to trade. Thanks,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_9435,2025-10-06T12:22:08.874951,cust_3399,cust_3399: I have an issue: unable to trade. Need assistance,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_9436,2025-10-18T12:22:08.874951,cust_2169,cust_2169: I have an issue: deposit not credited. Please help,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_9437,2025-10-07T12:22:08.874951,cust_4620,cust_4620: I have an issue: error on mobile app. Please help,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_9438,2025-09-03T12:22:08.874951,cust_3597,cust_3597: I have an issue: refund request. Urgent,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_9439,2025-08-27T12:22:08.874951,cust_1759,cust_1759: I have an issue: transaction failed. Thanks,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_9440,2025-10-06T12:22:08.874951,cust_3960,cust_3960: I have an issue: account locked. Need assistance,account locked,medium,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_9441,2025-09-05T12:22:08.874951,cust_4697,cust_4697: I have an issue: how to reset password. Please help,how to reset password,low,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_9442,2025-09-29T12:22:08.874951,cust_4459,cust_4459: I have an issue: unable to trade. Urgent,unable to trade,medium,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_9443,2025-09-17T12:22:08.874951,cust_1513,cust_1513: I have an issue: unable to trade. Thanks,unable to trade,medium,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_9444,2025-11-08T12:22:08.874951,cust_1841,cust_1841: I have an issue: error on mobile app. Need assistance,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_9445,2025-09-29T12:22:08.874951,cust_2688,cust_2688: I have an issue: account locked. Need assistance,account locked,high,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_9446,2025-09-22T12:22:08.874951,cust_1348,cust_1348: I have an issue: how to change bank details. Thanks,how to change bank details,high,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_9447,2025-10-17T12:22:08.874951,cust_3360,cust_3360: I have an issue: need KYC help. Please help,need KYC help,low,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_9448,2025-10-05T12:22:08.874951,cust_4385,cust_4385: I have an issue: refund request. Thanks,refund request,medium,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_9449,2025-09-27T12:22:08.874951,cust_3922,cust_3922: I have an issue: unable to trade. Need assistance,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_9450,2025-11-05T12:22:08.874951,cust_1662,cust_1662: I have an issue: transaction failed. Please help,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_9451,2025-10-10T12:22:08.874951,cust_328,cust_328: I have an issue: how to change bank details. Need assistance,how to change bank details,medium,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_9452,2025-10-13T12:22:08.875948,cust_201,cust_201: I have an issue: how to reset password. Please help,how to reset password,medium,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_9453,2025-10-23T12:22:08.875948,cust_43,cust_43: I have an issue: transaction failed. Urgent,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_9454,2025-08-28T12:22:08.875948,cust_1909,cust_1909: I have an issue: missing statement. Urgent,missing statement,medium,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_9455,2025-08-27T12:22:08.875948,cust_607,cust_607: I have an issue: deposit not credited. Urgent,deposit not credited,medium,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_9456,2025-09-08T12:22:08.875948,cust_4292,cust_4292: I have an issue: unable to trade. Urgent,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_9457,2025-09-29T12:22:08.875948,cust_1977,cust_1977: I have an issue: refund request. Thanks,refund request,medium,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_9458,2025-11-12T12:22:08.875948,cust_968,cust_968: I have an issue: error on mobile app. Urgent,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_9459,2025-10-29T12:22:08.875948,cust_4081,cust_4081: I have an issue: transaction failed. Need assistance,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_9460,2025-09-29T12:22:08.875948,cust_320,cust_320: I have an issue: error on mobile app. Thanks,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_9461,2025-09-24T12:22:08.875948,cust_3478,cust_3478: I have an issue: account locked. Thanks,account locked,medium,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_9462,2025-09-06T12:22:08.875948,cust_2038,cust_2038: I have an issue: need KYC help. Need assistance,need KYC help,high,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_9463,2025-11-08T12:22:08.875948,cust_4353,cust_4353: I have an issue: account locked. Thanks,account locked,low,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_9464,2025-10-17T12:22:08.875948,cust_3813,cust_3813: I have an issue: how to change bank details. Urgent,how to change bank details,high,Go to Payments > Bank details. Update and complete micro-deposit verification.
